label,nb_universites
ISBERGUES,7
ARGENTAN,7
BOURG-SAINT-ANDÉOL,7
TOMBLAINE,7
PORTES-LÈS-VALENCE,7
AMBÉRIEU-EN-BUGEY,7
LILLEBONNE,7
CHÂTILLON-SUR-SEINE,7
FEYZIN,7
CHESSY,7
VAUX-LE-PÉNIL,7
SAINT-GRÉGOIRE,7
ANICHE,7
ROGNAC,7
BEAUSOLEIL,7
MANA,7
SAINT-MAURICE-L'EXIL,6
AUXONNE,6
SAINT-FLOUR,6
UA-POU,6
CHAUMES-EN-RETZ,6
SEMUR-EN-AUXOIS,6
LAMBESC,6
THÔNES,6
EVIAN-LES-BAINS,6
MONTFORT-SUR-MEU,6
MARLY-LA-VILLE,6
LONGUENÉE-EN-ANJOU,6
LE LORRAIN,6
SAINT-AMAND-MONTROND,6
ACOUA,6
LEMPDES,6
MONDEVILLE,6
AUTUN,6
VILLEFRANCHE-DE-ROUERGUE,6
ORMESSON-SUR-MARNE,6
VILLENEUVE,6
VENAREY-LES-LAUMES,6
SAINT-BERTHEVIN,6
BEAUMONT-SUR-OISE,6
USSEL,6
PIRAE,6
BRAS-PANON,6
MORCENX-LA-NOUVELLE,6
POUEBO,6
LONS,6
COUTANCES,6
HIVA-OA,6
WINGLES,6
SAINT-JEAN-DE-MAURIENNE,6
PARTHENAY,6
CHAMBLY,6
BOHAIN-EN-VERMANDOIS,6
ONET-LE-CHÂTEAU,6
LES AVIRONS,6
PAEA,6
LA LÉCHÈRE,6
TERRANJOU,6
LONGVIC,6
PLAN-DE-CUQUES,6
TAIARAPU,6
UGINE,6
SAINTE-LUCE,6
MAHINA,6
GUINGAMP,6
ENTRELACS,6
ANDILLY,6
MONCOUTANT-SUR-SÈVRE,6
LANGRES,6
LA PENNE-SUR-HUVEAUNE,6
FONTAINE-LÈS-DIJON,6
URRUGNE,6
SÉVÉRAC D'AVEYRON,6
EGLY,6
MAZINGARBE,6
PETIT-COURONNE,6
LISSES,6
SAINT-JULIEN,6
LONGUENESSE,6
PIBRAC,6
DOMÉRAT,6
BONDOUFLE,6
SAINT-LÉONARD,6
SAINT-GERMAIN-LÈS-CORBEIL,6
AUDUN-LE-TICHE,6
HAGONDANGE,6
MONTLHÉRY,6
ARCACHON,6
ARPAJON,6
GRENADE,6
SEYSSES,6
DOURDAN,6
SAINT-JUÉRY,6
TALANGE,6
MORANGIS,6
GRAULHET,6
BAGNÈRES-DE-BIGORRE,6
PONT-AUDEMER,6
SAINT-PAUL-LÈS-DAX,6
TROIS-RIVIÈRES,6
SAINT-MARTIN-BOULOGNE,6
SÉZANNE,6
ETAPLES,6
LA PLAGNE TARENTAISE,6
LES BELLEVILLE,6
CRAPONNE,6
DIVONNE-LES-BAINS,6
LA RAVOIRE,6
SAINT-JUST,6
GEX,6
MIRIBEL,6
SAUSHEIM,6
LATTES,6
GUIPAVAS,6
LAGNIEU,6
CHANTELOUP-LES-VIGNES,6
ERGUÉ-GABÉRIC,6
SAINT-RENAN,6
MONTREUIL-JUIGNÉ,6
SAINT-JEAN-BONNEFONDS,6
CONTES,6
SAINT-HILAIRE-DU-HARCOUËT,6
CERNAY,6
VILLENEUVE-LÈS-AVIGNON,6
WAZIERS,6
ROUVROY,6
HESDIN-LA-FORÊT,6
AUCAMVILLE,6
LOOS-EN-GOHELLE,6
BAILLY,6
IGNY,6
CHÂTEAUGIRON,6
PERNES-LES-FONTAINES,6
VIZILLE,6
VAISON-LA-ROMAINE,6
FEIGNIES,6
PLOUZANÉ,6
GÉRARDMER,6
HOUPLINES,6
CARHAIX-PLOUGUER,6
CHARMES,6
LOUVROIL,6
LYS-LEZ-LANNOY,6
RONCQ,6
VINEUIL,6
AUNEAU-BLEURY-SAINT-SYMPHORIEN,6
SAINT-CYR-SUR-MER,6
CROZON,6
CHINON,6
BEAUREPAIRE,6
WAMBRECHIES,6
SAINT-HILAIRE-DE-RIEZ,6
FONDETTES,6
CHAUVIGNY,6
MONTLOUIS-SUR-LOIRE,6
SAINT-AVERTIN,6
LE RHEU,6
LANÇON-PROVENCE,6
CONDOM,6
LESPARRE-MÉDOC,6
WISSEMBOURG,6
MALZÉVILLE,6
CREUTZWALD,6
NIEPPE,6
SAINT-MAX,6
SAINT-ANDRÉ-DE-CUBZAC,6
SAINT-ORENS-DE-GAMEVILLE,6
ETRÉCHY,6
JOEUF,6
SAINT-SAULVE,6
BISCARROSSE,6
SAINT-GIRONS,6
AURIOL,6
JOUY-EN-JOSAS,6
LE CATEAU-CAMBRÉSIS,6
CABESTANY,6
LE PRADET,6
VOUILLÉ,6
FABRÈGUES,6
SAINT-SAVIN,6
LOCHES,6
LESQUIN,6
VALRÉAS,6
MÈZE,6
CHÂTEAULIN,6
TINQUEUX,6
EVELLYS,6
NOZAY,6
PIERRELAYE,6
THORIGNY-SUR-MARNE,6
LE PIN,6
LE PORTEL,6
CUSSET,6
MAGNY-EN-VEXIN,6
MAGNY-LE-HONGRE,6
SAINTE-LUCE-SUR-LOIRE,6
CREST,6
LA CHAPELLE-SAINT-MESMIN,6
SAINT-HILAIRE,6
MONTMORENCY,6
MANDEURE,6
BURY,6
JARVILLE-LA-MALGRANGE,6
RIXHEIM,6
CHÂTEAU-ARNOUX-SAINT-AUBAN,6
SAINT-QUENTIN-FALLAVIER,6
LA FERTÉ-SOUS-JOUARRE,6
ANSE,6
DOMBASLE-SUR-MEURTHE,6
AIRE-SUR-LA-LYS,6
BELLEGARDE,6
SAINT-MARCELLIN,6
NEMOURS,6
FRANCHEVILLE,6
ANCENIS-SAINT-GÉRÉON,6
CHAMPAGNE-SUR-SEINE,6
ROUSSILLON,6
GAILLON,6
HOMÉCOURT,6
ROSPORDEN,6
SAINTE-EULALIE,6
HARFLEUR,6
COURS,6
BOUILLANTE,6
ECOUEN,6
GLEIZÉ,6
FOIX,6
FLEURY,6
BEUVRY,6
NOEUX-LES-MINES,6
BRUMATH,6
VAL DE BRIEY,6
PONERIHOUEN,6
SAINT-GERVAIS,6
VIF,6
BLAIN,6
NEUVILLE-SUR-SAÔNE,6
SAINT-THIBAULT-DES-VIGNES,6
ROYE,6
BEYNES,6
MORTEAU,6
GAUCHY,6
RIVES DE L'YON,6
VILLERS-SAINT-PAUL,6
PORT-LOUIS,6
CHÂTENOIS,6
QUÉVEN,6
SALLAUMINES,6
MONTAUBAN-DE-BRETAGNE,6
MARGNY-LÈS-COMPIÈGNE,6
VEAUCHE,5
CLERMONT-L'HÉRAULT,5
LE PÉAGE-DE-ROUSSILLON,5
NOYELLES-GODAULT,5
DINARD,5
GIÈRES,5
MOIRANS,5
MARQUISE,5
LE HAILLAN,5
BOMPAS,5
HAUTS DE BIENNE,5
ARDRES,5
CÉRET,5
ROEULX,5
CAMON,5
MEUNG-SUR-LOIRE,5
AUREILHAN,5
GRAND-AIGUEBLANCHE,5
MONTRÉAL,5
BASSILLAC ET AUBEROCHE,5
VENDARGUES,5
SAINT-APOLLINAIRE,5
PÉZENAS,5
PONT-DE-ROIDE-VERMONDANS,5
VILLARD-BONNOT,5
REDON,5
MÛRS-ERIGNÉ,5
MAEN ROCH,5
TROUY,5
PETITE-ROSSELLE,5
CATTENOM,5
HITIAA,5
IFS,5
JURANÇON,5
LE BREUIL,5
COMINES,5
CÉBAZAT,5
DÉOLS,5
MESNILS-SUR-ITON,5
CHÂTENOY-LE-ROYAL,5
RIVES,5
MEHUN-SUR-YÈVRE,5
SAINT-SATURNIN,5
JARRIE,5
SURGÈRES,5
SANILHAC,5
BOULAZAC ISLE MANOIRE,5
BEAUFORT,5
LES ABRETS EN DAUPHINÉ,5
GUEUGNON,5
VERN-SUR-SEICHE,5
MONTBARD,5
MALLEMORT,5
BRUZ,5
SAINT-PALAIS,5
MORDELLES,5
CHAMPAGNE-SUR-OISE,5
USTARITZ,5
LE GUA,5
FRESNES-SUR-ESCAUT,5
PLOEUC-L'HERMITAGE,5
GRAND-CHARMONT,5
LA ROQUE-D'ANTHÉRON,5
GUISE,5
FERRIÈRE-LA-GRANDE,5
BOUFFÉMONT,5
ROQUEVAIRE,5
SAINT-VICTORET,5
AUBIÈRE,5
LÉZIGNAN-CORBIÈRES,5
BORA-BORA,5
TRÉLISSAC,5
CESSON-SÉVIGNÉ,5
GUICHEN,5
MOUGUERRE,5
LUXEUIL-LES-BAINS,5
MOLSHEIM,5
CANÉJAN,5
ANDRÉZIEUX-BOUTHÉON,5
BEAUCOUZÉ,5
TRÉGUEUX,5
NYONS,5
SAINT-JAMES,5
LA GRAND-COMBE,5
MONS,5
SAINT-CHRISTOL-LEZ-ALÈS,5
SAINT-BREVIN-LES-PINS,5
LES ANGLES,5
LAUDUN-L'ARDOISE,5
TRIGNAC,5
MONTOIR-DE-BRETAGNE,5
PACY-SUR-EURE,5
OSTWALD,5
WIMEREUX,5
LA TALAUDIÈRE,5
TAIARAPU-O,5
TERNAY,5
FONSORBES,5
VILLENEUVE-EN-RETZ,5
GRAND-BOURG,5
CHARNY ORÉE DE PUISAYE,5
MARCK,5
SAINT-ETIENNE-AU-MONT,5
PEYRE EN AUBRAC,5
LESNEVEN,5
VILLE-LA-GRAND,5
CHAPONOST,5
SAINT-GERMAIN-LAPRADE,5
LE RELECQ-KERHUON,5
L'UNION,5
GRIGNY-SUR-RHÔNE,5
PLOUGASTEL-DAOULAS,5
SAINT-PIERRE-DU-MONT,5
LUISANT,5
CROLLES,5
THOIRY,5
LA MONTAGNE,5
MORTAGNE-AU-PERCHE,5
PLOUDALMÉZEAU,5
LE POIRÉ-SUR-VIE,5
LE LION-D'ANGERS,5
SAINTE-FLORINE,5
LANDIVISIAU,5
CHAMPAGNOLE,5
MAMERS,5
MONTAGNY,5
LIBERCOURT,5
FOUQUIÈRES-LÈS-LENS,5
LES ACHARDS,5
CROISSY-SUR-SEINE,5
ESSEY-LÈS-NANCY,5
MIONS,5
LORIOL-SUR-DRÔME,5
CHÂTEAUNEUF-SUR-LOIRE,5
DIE,5
BLAYE,5
SAINT-PHILBERT-DE-GRAND-LIEU,5
SAINT-JEAN-LE-BLANC,5
MACHECOUL-SAINT-MÊME,5
BEAUVALLON,5
LANEUVEVILLE-DEVANT-NANCY,5
SAINTE-LIVRADE-SUR-LOT,5
SAINTE-COLOMBE,5
VERRIÈRES-EN-ANJOU,5
ERSTEIN,5
ELNE,5
ARGELÈS-SUR-MER,5
SAINT-LAURENT-DE-LA-SALANQUE,5
NUITS-SAINT-GEORGES,5
INGRÉ,5
CHÉCY,5
COUTRAS,5
LÉOGNAN,5
VERNEUIL D'AVRE ET D'ITON,5
MIMIZAN,5
GENAS,5
CRAON,5
GIGNAC,5
VENDIN-LE-VIEIL,5
ATHIS-VAL DE ROUVRE,5
COURCELLES-LÈS-LENS,5
CALONNE-RICOUART,5
SAINT-BRICE,5
ARGENTONNAY,5
SAINT-GERMAIN-DES-PRÉS,5
POUILLY-EN-AUXOIS,5
VAL D'OINGT,5
DOUVRIN,5
LAUNAGUET,5
LES SORINIÈRES,5
VAL D'ERDRE-AUXENCE,5
SAINT-MICHEL,5
LES ANDELYS,5
LE VAL D'HAZEY,5
LA GAUDE,5
CINTEGABELLE,5
SAINT-JORY,5
LÉGUEVIN,5
NUKU-HIVA,5
MONTS,5
MAGNANVILLE,5
BOUGIVAL,5
CONDÉ-SUR-VIRE,5
VENELLES,5
GUIPRY-MESSAC,5
COMMERCY,5
PEYMEINADE,5
LALLAING,5
PAREMPUYRE,5
SAINTE-MAXIME,5
SAINT-CHAMAS,5
BUC,5
BEAUCHAMP,5
QUINCY-VOISINS,5
MARCOUSSIS,5
AVALLON,5
ALGRANGE,5
CAZÈRES,5
SAINT-RÉMY-LÈS-CHEVREUSE,5
CUINCY,5
PUGET-SUR-ARGENS,5
LA FARE-LES-OLIVIERS,5
MEULAN-EN-YVELINES,5
SAINT-RAMBERT-D'ALBON,5
LUC-LA-PRIMAUBE,5
SAINTE-CÉCILE,5
ENTRE-DEUX,5
DECAZEVILLE,5
MOUANS-SARTOUX,5
VENTABREN,5
PAVILLY,5
MONTSÛRS,5
GRAND-SANTI,5
CAISSARGUES,5
GAILLARD,5
SAINT-PHILIPPE,5
SAINT-JACQUES-DE-LA-LANDE,5
ARUE,5
AIRE-SUR-L'ADOUR,5
POLIGNY,5
FROUARD,5
FERNEY-VOLTAIRE,5
AIZENAY,5
BÉDARIEUX,5
SOULEUVRE EN BOCAGE,5
MONTÉVRAIN,5
GOURDON,5
VEDÈNE,5
VILLERUPT,5
LE VAUCLIN,5
LA FARLÈDE,5
SAINT-MAIXENT-L'ECOLE,5
LE MORNE-ROUGE,5
EPÔNE,5
LE LUC,5
GARGENVILLE,5
FRENEUSE,5
SAINT-ANDRÉ-DE-LA-ROCHE,5
MONTREUIL-BELLAY,5
CALMONT,5
CILAOS,5
CORTE,5
BRICQUEBEC-EN-COTENTIN,5
LA VILLE-DU-BOIS,5
BOUSSY-SAINT-ANTOINE,5
MOUY,5
BIGUGLIA,5
SAINT-PRIX,5
PHALSBOURG,5
SAINT-PIERRE-LÈS-ELBEUF,5
PARAY-VIEILLE-POSTE,5
FLORANGE,5
AIGUES-VIVES,5
NEUVES-MAISONS,5
BURES-SUR-YVETTE,5
LONGPONT-SUR-ORGE,5
BUCHY,5
NEUVILLE-EN-FERRAIN,5
LACROIX-SAINT-OUEN,5
MONT-SAINT-MARTIN,5
QUINCY-SOUS-SÉNART,5
LONGUYON,5
SAINT-ANDRÉ-LES-VERGERS,5
MONTDIDIER,5
OLLAINVILLE,5
CRÉHANGE,5
GUEBWILLER,5
BREUILLET,5
EZANVILLE,5
SALAISE-SUR-SANNE,5
CARQUEIRANNE,5
PARON,5
SAINT-PÉRAY,5
BORGO,5
HOMBOURG-HAUT,5
UCKANGE,5
LARDY,5
ITTEVILLE,5
VILLENEUVE-TOLOSANE,5
PETIT-CANAL,5
AVESNES-SUR-HELPE,5
COURTRY,5
ENGHIEN-LES-BAINS,5
NEUFCHÂTEAU,5
GISORS,5
VILLENEUVE-SUR-YONNE,5
LA VOULTE-SUR-RHÔNE,5
LA VERRIÈRE,5
LIANCOURT,5
LAIGNEVILLE,5
BETHONCOURT,5
HETTANGE-GRANDE,5
MOULINS-LÈS-METZ,5
FRIVILLE-ESCARBOTIN,5
MIGENNES,5
SAINT-MARTIN-LE-VINOUX,5
ENSISHEIM,5
VARENNES,5
SAINT-SULPICE,5
LE MARIN,5
PÉRONNE,5
CAUMONT,5
SAINT-JEAN-D'ANGÉLY,5
MARSAC,5
AYTRÉ,5
SAINT-SYMPHORIEN,5
SAINT-ESTÈVE,5
SAINT-GÉLY-DU-FESC,5
BELLEY,5
LA BALME-DE-SILLINGY,5
MAKEMO,5
SAINTE-HÉLÈNE,5
JUVIGNAC,5
SAINTE-CROIX,5
JARNAC,5
CLAIX,5
COMMENTRY,5
VAL-CENIS,5
FAKARAVA,5
SOUPPES-SUR-LOING,5
VOH,5
BELLEVIGNY,5
VAL-COUESNON,5
MONTRY,5
CAUSSADE,5
PLOUGUERNEAU,5
CANALA,5
SAINT-AUGUSTIN,5
POYA,5
SAINT-ANDRÉ-LEZ-LILLE,5
ROUSIES,5
SÈVREMONT,5
L'ILE-SAINT-DENIS,5
FISMES,5
GRETZ-ARMAINVILLIERS,5
ROMAGNAT,5
VIUZ-EN-SALLAZ,5
BARAQUEVILLE,5
QUESTEMBERT,5
SANARY-SUR-MER,5
PONTCHÂTEAU,5
BRIE,5
COGNIN,5
BLANCS-COTEAUX,5
TALMONT-SAINT-HILAIRE,5
RANGIROA,5
TRITH-SAINT-LÉGER,5
VAUJOURS,5
REMIREMONT,5
SAINT-GERVAIS-LES-BAINS,5
NANTEUIL-LÈS-MEAUX,5
LA ROCHEFOUCAULD-EN-ANGOUMOIS,5
SAINT-JUST-EN-CHAUSSÉE,5
LA PLAINE-DES-PALMISTES,5
PÉRENCHIES,5
L'AIGLE,5
MOURENX,5
TAIN-L'HERMITAGE,5
SAINT-DOULCHARD,5
BRETEUIL,5
ARTIX,5
SAINT-PIERRE-D'IRUBE,5
CHABANIÈRE,5
JAUNAY-MARIGNY,5
PONT-L'ABBÉ,5
SAINT-JEAN-DE-MONTS,5
LA GARNACHE,5
ROQUEBRUNE-SUR-ARGENS,5
LE THOR,5
RAMBERVILLERS,5
MONTLUEL,5
LA GACILLY,4
CASTELNAU-D'ESTRÉTEFONDS,4
LE MESNIL-ESNARD,4
ORMOY,4
DELLE,4
CHAMPFORGEUIL,4
SAINT-CHÉRON,4
TRÉGUNC,4
SAINT-AIGNAN,4
LEFOREST,4
CLOHARS-CARNOËT,4
SAINT-ARNOULT-EN-YVELINES,4
BARBERAZ,4
HOUDAIN,4
SAINT-JEAN-D'HERMINE,4
ACHICOURT,4
AVERMES,4
VERNEUIL-EN-HALATTE,4
PLOËRMEL,4
WITRY-LÈS-REIMS,4
MAREIL-MARLY,4
FARÉBERSVILLER,4
CLOUANGE,4
ORGEVAL,4
PORTE-DE-SAVOIE,4
SOISY-SUR-SEINE,4
GUILERS,4
REYRIEUX,4
CELLES-SUR-BELLE,4
PRÉVESSIN-MOËNS,4
MORIÈRES-LÈS-AVIGNON,4
LA CRÈCHE,4
AIGONDIGNÉ,4
MER,4
COIGNIÈRES,4
MORIGNY-CHAMPIGNY,4
LA FERTÉ-ALAIS,4
LOUDUN,4
LES ESSARTS-LE-ROI,4
YVETOT,4
FRONTON,4
LOUHANS,4
LAIGNÉ-SAINT-GERVAIS,4
LINAS,4
SAINT-LAURENT-NOUAN,4
ETOILE-SUR-RHÔNE,4
SAINTE-CATHERINE,4
SAINS-DU-NORD,4
HAISNES,4
FOUESNANT,4
LE COTEAU,4
CORENC,4
VILLERS-BOCAGE,4
MONTFAUCON,4
TRÉVOUX,4
LONGUEAU,4
LES GARENNES SUR LOIRE,4
RETOURNAC,4
PFASTATT,4
MORAINVILLIERS,4
VÉZÉNOBRES,4
LE MESNIL-SAINT-DENIS,4
LONGUÉ-JUMELLES,4
ROSIÈRES,4
COURNONTERRAL,4
CHABEUIL,4
LES BOIS D'ANJOU,4
VILLENNES-SUR-SEINE,4
MOËLAN-SUR-MER,4
STAFFELFELDEN,4
PLATEAU D'HAUTEVILLE,4
COUBON,4
PECQUENCOURT,4
THIL,4
SAINT-MARTIN-LEZ-TATINGHEM,4
NOISY-LE-ROI,4
DONZÈRE,4
GRAND-FORT-PHILIPPE,4
VAUCRESSON,4
ROCHEFORT-DU-GARD,4
AUBERCHICOURT,4
ECOUFLANT,4
AIMARGUES,4
MARIGNIER,4
LA LONDE-LES-MAURES,4
NIVILLAC,4
ARBENT,4
CIRY-LE-NOBLE,4
VOLGELSHEIM,4
BEUVRAGES,4
ROUFFACH,4
BELLEVIGNE-LES-CHÂTEAUX,4
LUTTERBACH,4
SAINT-JEAN-LE-VIEUX,4
SAINT-MARTIN-DES-CHAMPS,4
PLABENNEC,4
SAINT-VINCENT-DE-PAUL,4
SAINT-MARTIN-DE-VALGALGUES,4
SAILLANS,4
MAROLLES,4
REVIN,4
VAL EN VIGNES,4
PORCHEVILLE,4
AUCHY-LES-MINES,4
GENILAC,4
SAINT-SULPICE-LA-POINTE,4
SINNAMARY,4
COUBRON,4
BELLIGNAT,4
DOULLENS,4
WINTZENHEIM,4
SOULTZ-HAUT-RHIN,4
FLINES-LEZ-RACHES,4
VILLEREST,4
CARBON-BLANC,4
VAYRES,4
HORBOURG-WIHR,4
VALOGNES,4
VOUGY,4
SAINT-GERMAIN-LAVAL,4
CHÂTILLON-SUR-CHALARONNE,4
PUBLIER,4
AUBY,4
VIEUX-THANN,4
CORBIE,4
SÉES,4
LA FÈRE,4
BOUILLARGUES,4
BALARUC-LES-BAINS,4
MANDUEL,4
BAVAY,4
DOMFRONT EN POIRAIE,4
DESVRES,4
BOURBOURG,4
SAINT-PÉE-SUR-NIVELLE,4
JANZÉ,4
SAINT-AMBROIX,4
ARAMON,4
KNUTANGE,4
BANNALEC,4
POUZAUGES,4
PEYPIN,4
BRÉAL-SOUS-MONTFORT,4
ELLIANT,4
SAINTE-FOY,4
CHÂTEAUBOURG,4
MESNIL-ROC'H,4
CAMBO-LES-BAINS,4
BERGUES,4
RIEC-SUR-BÉLON,4
MORLAÀS,4
AUBIGNY-LES CLOUZEAUX,4
LOON-PLAGE,4
PÉLISSANNE,4
SAINT-MITRE-LES-REMPARTS,4
BOUSSOIS,4
TERRES-DE-CAUX,4
ESCAUDOEUVRES,4
BAUVIN,4
PONT-EVÊQUE,4
DECIZE,4
PIGNAN,4
SEYSSINS,4
NAINTRÉ,4
COGOLIN,4
MARCHIENNES,4
NUEIL-LES-AUBIERS,4
GUER,4
CHEVANCEAUX,4
TULLINS,4
CHAURAY,4
MONÉTEAU,4
SAINT-MARTIN-D'URIAGE,4
VALRAVILLON,4
ANNOEULLIN,4
ENTRAIGUES-SUR-LA-SORGUE,4
BINIC-ETABLES-SUR-MER,4
SARRIANS,4
HAM,4
LA BASSÉE,4
MONTENDRE,4
PLEURTUIT,4
SAINT-MANDRIER-SUR-MER,4
CEYRAT,4
LA CHÂTRE,4
SOLESMES,4
MORTAGNE-SUR-SÈVRE,4
LE BLANC,4
MONTMORILLON,4
DOMPIERRE-SUR-MER,4
BOURGUEIL,4
DOMÈNE,4
LA COURONNE,4
BLANZY,4
PIOLENC,4
RUFFEC,4
LE CENDRE,4
CHÂTEAUBERNARD,4
OYE-PLAGE,4
MONTCHANIN,4
VIDAUBAN,4
SEGONZAC,4
BOIVRE-LA-VALLÉE,4
STIRING-WENDEL,4
COLOMBIERS,4
VAUX,4
PONTCHARRA,4
VITTEL,4
LE PONT-DE-BEAUVOISIN,4
SAINT-DIDIER,4
SAINT-AUBIN-D'AUBIGNÉ,4
SAINT-ETIENNE-DU-BOIS,4
OSTRICOURT,4
CHÂTEL-GUYON,4
SAINT-ISMIER,4
SAINT-PIERRE-EN-AUGE,4
SAINT-POL-DE-LÉON,4
CAMARET-SUR-AIGUES,4
ISLE,4
ORCHIES,4
CRESPIN,4
LE QUESNOY,4
LE PALAIS-SUR-VIENNE,4
BERLAIMONT,4
PLOUIGNEAU,4
LA FERRIÈRE,4
VIC-LE-COMTE,4
VOUNEUIL-SOUS-BIARD,4
THUIR,4
NEUVIC,4
SAVIGNY,4
ESPALION,4
DEUX-GROSNES,4
MONTÉLIER,4
ARTIGUES-PRÈS-BORDEAUX,4
SAINT-CYR,4
LIMOURS,4
VILLABÉ,4
SAINT-JEAN,4
SAINT-AVIT,4
CASTELGINEST,4
ALLEX,4
MONTAGNAC,4
OTHIS,4
PETITE-FORÊT,4
LÈGE-CAP-FERRET,4
PAUILLAC,4
LE PIAN-MÉDOC,4
RAON-L'ETAPE,4
LABÈGE,4
DAMELEVIÈRES,4
SAINT-MACAIRE,4
HEILLECOURT,4
WALLERS,4
LA SALVETAT-SAINT-GILLES,4
BONDUES,4
MARANGE-SILVANGE,4
LAVELANET,4
SACLAY,4
MARTIGNAS-SUR-JALLE,4
BEAUPUY,4
MASEVAUX-NIEDERBRUCK,4
FROUZINS,4
LA COLLE-SUR-LOUP,4
BALLANCOURT-SUR-ESSONNE,4
CORNEBARRIEU,4
PÉGOMAS,4
RIVES-EN-SEINE,4
LABRUGUIÈRE,4
FLEURANCE,4
TERRE-DE-BANCALIÉ,4
DAINVILLE,4
BEAUCOURT,4
BILLY-MONTIGNY,4
SAINS-EN-GOHELLE,4
SAINT-MARD,4
CHAMPIGNEULLES,4
BRASSAC,4
SOUSTONS,4
ROQUEFORT,4
FOLSCHVILLER,4
SAINT-ALBAN,4
LE CASTELLET,4
ROSNY-SUR-SEINE,4
MONTHOLON,4
LE CHAMBON-SUR-LIGNON,4
BAUME-LES-DAMES,4
GIGEAN,4
SALBRIS,4
LE PORT-MARLY,4
MARQUETTE-LEZ-LILLE,4
IMPHY,4
LANNEMEZAN,4
BARBAZAN-DEBAT,4
SALINS-LES-BAINS,4
MORESTEL,4
SAINT-CHEF,4
CALVISSON,4
VILLEMUR-SUR-TARN,4
CHEVANNES,4
L'ARBRESLE,4
PERRIGNY,4
LE BEAUSSET,4
SAINT-MARTIN-EN-HAUT,4
LE GRAU-DU-ROI,4
BRIARE,4
ESCAUTPONT,4
CANET-EN-ROUSSILLON,4
LE BARP,4
WIMILLE,4
ANOR,4
LA BRÈDE,4
BITCHE,4
SAINT-JEAN-D'ILLAC,4
PUJOLS,4
AULNOY-LEZ-VALENCIENNES,4
LORGUES,4
LE MUY,4
FARGUES-SAINT-HILAIRE,4
RIVESALTES,4
RECQUIGNIES,4
STENAY,4
SAINT-MAUR,4
OFFEMONT,4
ILLE-SUR-TÊT,4
SAINT-LOUBÈS,4
FENAIN,4
LE LAVANDOU,4
BAR-SUR-AUBE,4
LANGON,4
TONNERRE,4
BUXEROLLES,4
ROÉZÉ-SUR-SARTHE,4
BARR,4
MALEMORT,4
SAINTE-MENEHOULD,4
SAMER,4
NOYELLES-SOUS-LENS,4
MONTEILS,4
CHANTEPIE,4
INDRE,4
SARROLA-CARCOPINO,4
CHEVRIÈRES,4
ISSOU,4
GOYAVE,4
COURSAN,4
LA TRONCHE,4
TRÈBES,4
PORNICHET,4
SAINT-FÉLIX,4
SAVENAY,4
COULOGNE,4
CARENTAN-LES-MARAIS,4
BRION,4
GOURBEYRE,4
BENFELD,4
AUBIN,4
SANTA-MARIA-DI-LOTA,4
NOVES,4
MEYREUIL,4
LA MURE,4
LA TOUR-DU-PIN,4
BAILLY-ROMAINVILLIERS,4
LES AVENIÈRES VEYRINS-THUELLIN,4
MORANNES SUR SARTHE-DAUMERAY,4
CHANGÉ,4
BAIS,4
TERRASSON-LAVILLEDIEU,4
ESTRÉES-SAINT-DENIS,4
CHÂTEAU-RENAULT,4
PIA,4
BOÉ,4
FEGERSHEIM,4
PARMAIN,4
MORTAIN-BOCAGE,4
OBERNAI,4
ANSE-BERTRAND,4
SULLY-SUR-LOIRE,4
HOENHEIM,4
PALAVAS-LES-FLOTS,4
ECHENOZ-LA-MÉLINE,4
SAUTRON,4
MONTAUT,4
CHÂTEAUNEUF-SUR-ISÈRE,4
SAINT-LYPHARD,4
AUVERS-SUR-OISE,4
TREILLIÈRES,4
VEIGNÉ,4
GIVET,4
MENUCOURT,4
LUYNES,4
BOGNY-SUR-MEUSE,4
BESSANCOURT,4
NOUZONVILLE,4
HERSERANGE,4
DOMMARTIN,4
SAINT-CYR-AU-MONT-D'OR,4
AIGUEPERSE,4
ELEU-DIT-LEAUWETTE,4
BRUYÈRES-SUR-OISE,4
VALDAHON,4
DESHAIES,4
SAINTE-ADRESSE,4
GEISPOLSHEIM,4
SAINT-MARTIN-DU-TERTRE,4
BULLY,4
BAGES,4
AUTRANS-MÉAUDRE EN VERCORS,4
SURVILLIERS,4
PACÉ,4
CHAGNY,4
CHASSE-SUR-RHÔNE,4
POMPEY,4
RIVES-DU-COUESNON,4
MATZENHEIM,4
SAINT-NICOLAS-DE-PORT,4
NOTRE-DAME-DE-BONDEVILLE,4
CLÉON,4
THANN,4
BRUNSTATT-DIDENHEIM,4
SAINTE-BAZEILLE,4
NÉRAC,4
EVRON,4
SAINT-RÉMY-DE-PROVENCE,4
MONTMÉLIAN,4
GENLIS,4
VOLVIC,4
MATHA,4
BÉTHENY,4
COTEAUX DU LIZON,4
CALVI,4
SAUJON,4
BOUCHEMAINE,4
LEGÉ,4
SAINT-YRIEIX-SUR-CHARENTE,4
CHALONNES-SUR-LOIRE,4
TINCHEBRAY-BOCAGE,4
SAINT-PRIVAT,4
SAINT PIERRE,4
VAL-DE-COGNAC,4
TERRES-DE-HAUTE-CHARENTE,4
RIVES-DU-LOIR-EN-ANJOU,4
SAINT-GENIX-LES-VILLAGES,4
LONGEAULT-PLUVAULT,4
TOUHO,4
SEURRE,4
LE PLESSIS-BOUCHARD,4
